index,timestamp,deviceId,battery,ppgSignal,heartRate,spO2,redAdc,irAdc,spO2Status,perfusionIndex,PPG
86242,1678518735853,4,4047.65625,30480,89,98.4,553551,225980,0,2.8,
86243,1678518735868,4,4047.65625,33913,89,98.4,553745,225981,0,2.8,
86244,1678518735883,4,4047.65625,37401,89,98.4,553704,226019,0,2.8,
86245,1678518735883,4,4047.65625,40811,89,98.4,553782,226081,0,2.8,
86246,1678518735898,4,4047.65625,44008,89,98.4,553900,226078,0,2.8,
86247,1678518735913,4,4047.65625,46900,89,98.4,553874,226122,0,2.8,
86248,1678518735913,4,4047.65625,49396,89,98.4,553927,226154,0,2.8,
86249,1678518735928,4,4047.65625,51405,89,98.4,554085,226211,0,2.8,
86250,1678518735943,4,4047.65625,52927,89,98.4,554144,226315,0,2.8,
86251,1678518735944,4,4047.65625,53960,89,98.4,554350,226541,0,2.8,
86252,1678518735958,4,4047.65625,54504,89,98.4,554576,226626,0,2.8,
86253,1678518735973,4,4047.65625,54560,89,98.4,554703,226696,0,2.8,
86254,1678518735973,4,4047.65625,54215,89,98.4,554808,226805,8,2.8,
86255,1678518735988,4,4047.65625,53515,89,98.4,555105,226932,0,2.8,
86256,1678518736003,4,4047.65625,52548,89,98.4,555042,226954,0,2.8,
86257,1678518736003,4,4047.65625,51314,89,98.4,555229,227141,0,2.8,
86258,1678518736018,4,4047.65625,49946,89,98.4,555458,227167,0,2.8,
86259,1678518736033,4,4047.65625,48487,89,98.4,555359,227186,0,2.8,
86260,1678518736034,4,4047.65625,46983,89,98.4,555526,227267,0,2.8,
86261,1678518736048,4,4047.65625,45477,89,98.4,555466,227235,0,2.8,
86262,1678518736063,4,4047.65625,44014,89,98.4,555671,227413,0,2.8,
86263,1678518736064,4,4047.65625,42682,89,98.4,555821,227442,0,2.8,
86264,1678518736078,4,4047.65625,41438,89,98.4,555961,227506,0,2.8,
86265,1678518736093,4,4047.65625,40281,89,98.4,556366,227745,0,2.8,
86266,1678518736093,4,4047.65625,39256,89,98.4,556520,227960,0,2.8,
86267,1678518736109,4,4047.65625,38318,89,98.4,556861,228069,0,2.8,
86268,1678518736123,4,4047.65625,37469,89,98.4,557161,228310,0,2.8,
86269,1678518736123,4,4047.65625,36661,89,98.4,557434,228482,0,2.8,
86270,1678518736138,4,4047.65625,35942,89,98.4,557772,228683,0,2.8,
86271,1678518736153,4,4047.65625,35176,89,98.4,557987,228903,0,2.8,
86272,1678518736153,4,4047.65625,34361,89,98.4,558397,229203,0,2.8,
86273,1678518736168,4,4047.65625,33497,89,98.4,558629,229400,0,2.8,
86274,1678518736183,4,4047.65625,32538,89,98.4,558979,229619,0,2.8,
86275,1678518736184,4,4047.65625,31439,89,98.4,559517,229852,0,2.8,
86276,1678518736198,4,4047.65625,30244,89,98.4,559688,230096,0,2.8,
86277,1678518736213,4,4047.65625,28906,89,98.4,559922,230268,0,2.8,
86278,1678518736213,4,4047.65625,27473,89,98.4,560114,230430,0,2.8,
86279,1678518736228,4,4047.65625,25943,89,98.4,560293,230545,0,2.8,
86280,1678518736243,4,4047.65625,24317,89,98.4,560548,230737,0,2.8,
86281,1678518736243,4,4047.65625,22641,89,98.4,560871,230979,0,2.8,
86282,1678518736258,4,4047.65625,20962,89,98.4,560995,230993,0,2.8,
86283,1678518736273,4,4047.65625,19235,89,98.4,560926,231059,0,2.8,
86284,1678518736273,4,4047.65625,17597,89,98.4,561277,231198,0,2.8,
86285,1678518736288,4,4047.65625,16005,89,98.4,561368,231270,0,2.8,
86286,1678518736303,4,4047.65625,14505,89,98.4,561386,231395,0,2.8,
86287,1678518736319,4,4047.65625,13097,89,98.4,561648,231523,0,2.8,
86288,1678518736319,4,4047.65625,11829,89,98.4,561706,231580,0,2.8,
86289,1678518736333,4,4047.65625,10701,89,98.4,561792,231741,0,2.8,
86290,1678518736334,4,4047.65625,9713,89,98.4,562011,231798,0,2.8,
86291,1678518736348,4,4047.65625,8865,89,98.4,562111,231888,0,2.8,
86292,1678518736363,4,4047.65625,8157,89,98.4,562370,232032,0,2.8,
86293,1678518736378,4,4047.65625,7544,89,98.4,562410,232019,0,2.8,
86294,1678518736379,4,4047.65625,7024,89,98.4,562256,231935,0,2.8,
86295,1678518736393,4,4047.65625,6598,89,98.4,561789,231648,0,2.8,
86296,1678518736408,4,4047.65625,6266,89,98.4,561239,231025,0,2.8,
86297,1678518736408,4,4047.65625,6027,89,98.4,560159,230315,0,2.8,
86298,1678518736423,4,4047.65625,5975,89,98.4,559153,229588,0,2.8,
86299,1678518736438,4,4047.65625,6110,89,98.4,558037,228776,0,2.8,
86300,1678518736439,4,4047.65625,6525,89,98.4,557098,228042,0,2.8,
86301,1678518736453,4,4047.65625,7312,89,98.4,556142,227414,0,2.8,
86302,1678518736468,4,4047.65625,8564,89,98.4,555516,226856,0,2.8,
86303,1678518736468,4,4047.65625,10283,89,98.4,554817,226460,0,2.8,
86304,1678518736483,4,4047.65625,12561,89,98.4,554434,226159,0,2.8,
86305,1678518736498,4,4047.65625,15401,89,98.4,554206,225964,0,2.8,
86306,1678518736498,4,4047.65625,18710,89,98.4,553899,225834,0,2.8,
86307,1678518736513,4,4047.65625,22446,89,98.4,553988,225832,0,2.8,
86308,1678518736528,4,4047.65625,26565,89,98.4,554038,225717,0,2.8,
86309,1678518736528,4,4047.65625,30837,89,98.4,553944,225723,0,2.8,
86310,1678518736543,4,4047.65625,35172,89,98.4,553917,225769,0,2.8,
86311,1678518736558,4,4047.65625,39427,89,98.4,553990,225721,0,2.8,
86312,1678518736559,4,4047.65625,43408,89,98.4,553999,225779,0,2.8,
86313,1678518736573,4,4047.65625,47065,89,98.4,553969,225759,0,2.8,
86314,1678518736588,4,4047.65625,50252,89,98.4,554055,225724,0,2.8,
86315,1678518736589,4,4047.65625,52919,89,98.4,554205,225848,0,2.8,
86316,1678518736603,4,4047.65625,55017,89,98.4,554257,225952,0,2.8,
86317,1678518736618,4,4047.65625,56545,89,98.4,554416,225983,0,2.8,
86318,1678518736618,4,4047.65625,57502,89,98.4,554795,226299,0,2.8,
86319,1678518736633,4,4047.65625,57889,89,98.4,555075,226424,0,2.8,
86320,1678518736648,4,4047.65625,57802,89,98.4,555236,226421,0,2.8,
86321,1678518736648,4,4047.65625,57287,89,98.4,555341,226600,8,2.8,
86322,1678518736663,4,4047.65625,56393,89,98.4,555580,226720,0,2.8,
86323,1678518736678,4,4047.65625,55167,89,98.4,555648,226728,0,2.8,
86324,1678518736678,4,4047.65625,53704,89,98.4,555479,226691,0,2.8,
86325,1678518736693,4,4047.65625,52099,89,98.4,555501,226709,0,2.8,
86326,1678518736708,4,4047.65625,50398,89,98.4,555531,226708,0,2.8,
86327,1678518736708,4,4047.65625,48697,89,98.4,555428,226667,0,2.8,
86328,1678518736723,4,4047.65625,46994,89,98.4,555557,226764,0,2.8,
86329,1678518736738,4,4047.65625,45432,89,98.4,555567,226679,0,2.8,
86330,1678518736739,4,4047.65625,44012,89,98.4,555558,226743,0,2.8,
86331,1678518736753,4,4047.65625,42781,89,98.4,555702,226801,0,2.8,
86332,1678518736768,4,4047.65625,41739,89,98.4,555520,226755,0,2.8,
86333,1678518736768,4,4047.65625,40887,89,98.4,555408,226807,0,2.8,
86334,1678518736784,4,4047.65625,40273,89,98.4,555598,226924,0,2.8,
86335,1678518736798,4,4047.65625,39803,89,98.4,555787,227033,0,2.8,
86336,1678518736798,4,4047.65625,39476,91,98.4,555799,227112,0,2.3,
86337,1678518736813,4,4047.65625,39293,91,98.4,556131,227289,0,2.3,
86338,1678518736828,4,4047.65625,39206,91,98.4,556334,227496,0,2.3,
86339,1678518736828,4,4047.65625,39167,91,98.4,556630,227636,0,2.3,
86340,1678518736843,4,4047.65625,39080,91,98.4,556822,227842,0,2.3,
86341,1678518736858,4,4047.65625,38993,91,98.4,556883,227938,0,2.3,
86342,1678518736858,4,4047.65625,38808,91,98.4,557281,228121,0,2.3,
86343,1678518736873,4,4047.65625,38476,91,98.4,557551,228263,0,2.3,
86344,1678518736888,4,4047.65625,38045,91,98.4,557618,228369,0,2.3,
86345,1678518736889,4,4047.65625,37466,91,98.4,557948,228564,0,2.3,
86346,1678518736904,4,4047.65625,36690,91,98.4,558121,228710,0,2.3,
86347,1678518736918,4,4047.65625,35763,91,98.4,558345,228846,0,2.3,
86348,1678518736933,4,4047.65625,34686,91,98.4,558431,228970,0,2.3,
86349,1678518736933,4,4047.65625,33507,91,98.4,558642,229130,0,2.3,
86350,1678518736948,4,4047.65625,32224,91,98.4,558787,229256,0,2.3,
86351,1678518736963,4,4047.65625,30837,91,98.4,559063,229375,0,2.3,
86352,1678518736963,4,4047.65625,29395,91,98.4,559250,229545,0,2.3,
86353,1678518736978,4,4047.65625,27949,91,98.4,559309,229594,0,2.3,
86354,1678518736993,4,4047.65625,26499,91,98.4,559505,229768,0,2.3,
86355,1678518736994,4,4047.65625,25095,91,98.4,559705,229939,0,2.3,
86356,1678518737010,4,4047.65625,23737,91,98.4,559920,230073,0,2.3,
86357,1678518737023,4,4047.65625,22426,91,98.4,560119,230153,0,2.3,
86358,1678518737023,4,4047.65625,21163,91,98.4,560198,230247,0,2.3,
86359,1678518737038,4,4047.65625,19998,91,98.4,560429,230402,0,2.3,
86360,1678518737053,4,4047.65625,18882,91,98.4,560556,230524,0,2.3,
86361,1678518737054,4,4047.65625,17864,91,98.4,560695,230557,0,2.3,
86362,1678518737068,4,4047.65625,16947,91,98.4,560552,230318,0,2.3,
86363,1678518737083,4,4047.65625,16028,91,98.4,560018,229834,0,2.3,
86364,1678518737083,4,4047.65625,15210,91,98.4,559103,229146,0,2.3,
86365,1678518737099,4,4047.65625,14542,91,98.4,558116,228392,0,2.3,
86366,1678518737113,4,4047.65625,14025,91,98.4,557001,227588,0,2.3,
86367,1678518737113,4,4047.65625,13810,91,98.4,555981,226857,0,2.3,
86368,1678518737128,4,4047.65625,13998,91,98.4,555096,226126,0,2.3,
86369,1678518737144,4,4047.65625,14640,91,98.4,554320,225505,0,2.3,
86370,1678518737144,4,4047.65625,15838,91,98.4,553693,225060,0,2.3,
86371,1678518737158,4,4047.65625,17643,91,98.4,553068,224770,0,2.3,
86372,1678518737173,4,4047.65625,20058,91,98.4,552877,224581,0,2.3,
86373,1678518737173,4,4047.65625,23083,91,98.4,552681,224463,0,2.3,
86374,1678518737189,4,4047.65625,26623,91,98.4,552797,224473,0,2.3,
86375,1678518737203,4,4047.65625,30631,91,98.4,552860,224535,0,2.3,
86376,1678518737203,4,4047.65625,34907,91,98.4,553011,224610,0,2.3,
86377,1678518737218,4,4047.65625,39352,91,98.4,553144,224705,0,2.3,
86378,1678518737233,4,4047.65625,43756,91,98.4,553247,224756,0,2.3,
86379,1678518737233,4,4047.65625,47912,91,98.4,553427,224764,0,2.3,
86380,1678518737248,4,4047.65625,51764,91,98.4,553279,224733,0,2.3,
